Quotazioni Immobiliari : Valori di Mercato - Semestre 2020/1 - elaborazione del 07-APR-23
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;21;Abitazioni di tipo economico;NORMALE;P;2600;3400;L;9;11,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;19;Abitazioni signorili;OTTIMO;P;5900;7300;L;19,8;25;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;13;Box;NORMALE;P;2000;3000;L;6,8;10,1;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;1;Ville e Villini;OTTIMO;P;6000;7300;L;20;25;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;9;Magazzini;NORMALE;P;700;850;L;3,5;4,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;5;Negozi;OTTIMO; ;3900;5300;L;19;27,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;5;Negozi;NORMALE;P;2500;3800;L;12;19;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;6;Uffici;OTTIMO;P;2100;3600;L;9,6;15,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;18;Uffici strutturati;OTTIMO;P;2800;4000;L;14;21,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;8;Capannoni industriali;NORMALE;P;800;950;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;7;Capannoni tipici;NORMALE;P;900;1100;L;4,7;6,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C17;MI00004773;10;Laboratori;NORMALE;P;900;1300;L;5,7;7,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;20;Abitazioni civili;OTTIMO; ;4200;6000;L;11,9;17,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;20;Abitazioni civili;NORMALE;P;3000;4100;L;9,1;11,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;21;Abitazioni di tipo economico;OTTIMO; ;3300;3600;L;9,1;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;21;Abitazioni di tipo economico;NORMALE;P;2500;3200;L;8,3;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;13;Box;NORMALE;P;1900;3000;L;8;12,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;9;Magazzini;NORMALE;P;650;850;L;3,5;4,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;5;Negozi;OTTIMO;P;3900;5300;L;18,7;29,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;5;Negozi;NORMALE; ;2100;3400;L;9,8;18;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;6;Uffici;OTTIMO;P;1800;2900;L;8,1;12,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;18;Uffici strutturati;OTTIMO;P;2000;3300;L;11;19,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;8;Capannoni industriali;NORMALE;P;700;900;L;4,5;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;7;Capannoni tipici;NORMALE;P;800;1000;L;4,8;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C18;MI00004774;10;Laboratori;NORMALE;P;850;1400;L;5;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;20;Abitazioni civili;OTTIMO; ;4300;6000;L;12,3;19,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;20;Abitazioni civili;NORMALE;P;3200;4300;L;10,2;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;21;Abitazioni di tipo economico;OTTIMO; ;3000;3800;L;9;10,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;21;Abitazioni di tipo economico;NORMALE;P;2200;2900;L;7,3;8,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;13;Box;NORMALE;P;1800;2400;L;7,5;11,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;9;Magazzini;NORMALE;P;500;750;L;3,2;4,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;5;Negozi;OTTIMO; ;2700;3300;L;16,5;19,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;5;Negozi;NORMALE;P;1850;2700;L;11,1;16,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;6;Uffici;OTTIMO;P;2000;2800;L;8,7;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;18;Uffici strutturati;OTTIMO;P;2400;3200;L;12;18,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;8;Capannoni industriali;NORMALE;P;800;950;L;4,7;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;7;Capannoni tipici;NORMALE;P;800;1000;L;4,8;6,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C19;MI00004775;10;Laboratori;NORMALE;P;1050;1400;L;5,8;7,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;20;Abitazioni civili;OTTIMO; ;4600;7200;L;14,3;22,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;20;Abitazioni civili;NORMALE;P;3400;4500;L;10,9;14,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;21;Abitazioni di tipo economico;OTTIMO; ;3400;4400;L;11;13,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;21;Abitazioni di tipo economico;NORMALE;P;2500;3400;L;6,5;10,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;13;Box;NORMALE;P;2200;3300;L;8,8;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;9;Magazzini;NORMALE;P;550;750;L;2,8;4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;5;Negozi;OTTIMO; ;2950;4900;L;14,9;25,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;5;Negozi;NORMALE;P;2250;2850;L;10,8;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;6;Uffici;OTTIMO;P;2500;4000;L;9;14,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;18;Uffici strutturati;OTTIMO;P;2800;4500;L;13,5;22,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;8;Capannoni industriali;NORMALE;P;850;1050;L;5;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;7;Capannoni tipici;NORMALE;P;950;1200;L;5,2;6,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;C;C20;MI00004776;10;Laboratori;NORMALE;P;1050;1600;L;6,1;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;20;Abitazioni civili;OTTIMO; ;3000;3700;L;9;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;20;Abitazioni civili;NORMALE;P;2000;2900;L;6,2;8,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;21;Abitazioni di tipo economico;OTTIMO; ;1800;2400;L;6,3;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;21;Abitazioni di tipo economico;NORMALE;P;1450;1750;L;4,6;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;13;Box;NORMALE;P;1400;2100;L;5,5;7,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;9;Magazzini;NORMALE;P;400;550;L;2,3;3,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;5;Negozi;NORMALE;P;1450;2350;L;6,4;10,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;6;Uffici;OTTIMO;P;1300;2200;L;6,8;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;18;Uffici strutturati;OTTIMO;P;1650;2500;L;9,8;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;8;Capannoni industriali;OTTIMO;P;700;900;L;4;5,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;7;Capannoni tipici;OTTIMO;P;750;900;L;4;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D10;MI00000317;10;Laboratori;NORMALE;P;500;850;L;3;5,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;20;Abitazioni civili;OTTIMO; ;3500;4700;L;10,5;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;20;Abitazioni civili;NORMALE;P;2400;3400;L;7,9;10,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;21;Abitazioni di tipo economico;OTTIMO; ;2100;2900;L;7,5;8,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;21;Abitazioni di tipo economico;NORMALE;P;1850;2100;L;6,2;7,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;13;Box;NORMALE;P;1700;2600;L;7,7;11,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;1;Ville e Villini;NORMALE;P;2550;3300;L;7,7;10,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;1;Ville e Villini;OTTIMO; ;3200;5400;L;10,5;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;5;Negozi;OTTIMO; ;2400;4000;L;12,5;26,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;5;Negozi;NORMALE;P;1450;2300;L;6,1;11,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;6;Uffici;OTTIMO;P;1700;2900;L;8,5;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;18;Uffici strutturati;OTTIMO;P;2050;3400;L;12;19,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;8;Capannoni industriali;OTTIMO;P;700;900;L;4,3;5,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;7;Capannoni tipici;OTTIMO;P;700;1000;L;4,3;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D12;MI00000319;10;Laboratori;NORMALE;P;700;1200;L;3,2;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;20;Abitazioni civili;OTTIMO; ;2700;3200;L;7,6;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;20;Abitazioni civili;NORMALE;P;1900;2600;L;6;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;21;Abitazioni di tipo economico;OTTIMO; ;1950;2400;L;5,8;6,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;21;Abitazioni di tipo economico;NORMALE;P;1400;1900;L;4,8;5,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;13;Box;NORMALE;P;1350;1850;L;5,5;7,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;9;Magazzini;NORMALE;P;400;500;L;2;3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;5;Negozi;NORMALE;P;1200;2150;L;5,8;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;6;Uffici;OTTIMO;P;1500;1900;L;6,3;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;18;Uffici strutturati;OTTIMO;P;1500;2250;L;9;14;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;8;Capannoni industriali;OTTIMO;P;750;900;L;4,4;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;7;Capannoni tipici;OTTIMO;P;800;950;L;4,3;5,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D13;MI00000320;10;Laboratori;NORMALE;P;700;900;L;3,7;4,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;20;Abitazioni civili;OTTIMO; ;2550;3800;L;8,2;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;20;Abitazioni civili;NORMALE;P;1800;2550;L;6;8,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;21;Abitazioni di tipo economico;OTTIMO; ;1500;2200;L;5;7,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;21;Abitazioni di tipo economico;NORMALE;P;1000;1500;L;3;5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;13;Box;NORMALE;P;1250;2000;L;5,5;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;9;Magazzini;NORMALE;P;450;600;L;2,5;3,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;5;Negozi;NORMALE;P;1200;2000;L;6,3;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;6;Uffici;OTTIMO;P;1300;1850;L;5,6;7,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;18;Uffici strutturati;OTTIMO;P;1650;2550;L;9;13,4;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;8;Capannoni industriali;OTTIMO;P;650;900;L;3,8;5,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;7;Capannoni tipici;OTTIMO;P;700;950;L;4;5,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D15;MI00000322;10;Laboratori;NORMALE;P;600;1000;L;3;5,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;20;Abitazioni civili;OTTIMO; ;3100;4600;L;9;13;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;20;Abitazioni civili;NORMALE;P;2200;3000;L;6;8,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;OTTIMO; ;1950;2500;L;6,1;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;21;Abitazioni di tipo economico;NORMALE;P;1500;1900;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;13;Box;NORMALE;P;1700;2300;L;6,8;10,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;9;Magazzini;NORMALE;P;400;550;L;2,4;3,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;5;Negozi;NORMALE;P;1300;2350;L;8;14,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;6;Uffici;OTTIMO;P;1400;2400;L;7,2;12;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;18;Uffici strutturati;OTTIMO;P;1650;3000;L;9;17;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;8;Capannoni industriali;OTTIMO;P;750;950;L;4,4;5,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;7;Capannoni tipici;OTTIMO;P;750;1000;L;4;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D16;MI00000323;10;Laboratori;NORMALE;P;700;1100;L;3;5,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;OTTIMO; ;2750;3800;L;8;11;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;20;Abitazioni civili;NORMALE;P;1900;2700;L;5;7,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;OTTIMO; ;1700;2400;L;5;6,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;21;Abitazioni di tipo economico;NORMALE;P;1400;1650;L;4;4,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;13;Box;NORMALE;P;1300;2050;L;5,4;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;9;Magazzini;NORMALE;P;400;600;L;2;3,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;5;Negozi;NORMALE;P;1200;1850;L;6,2;9,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;6;Uffici;OTTIMO;P;1200;1850;L;6;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;18;Uffici strutturati;OTTIMO;P;1550;2400;L;8;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;8;Capannoni industriali;OTTIMO;P;750;950;L;4,3;6,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;7;Capannoni tipici;OTTIMO;P;850;1100;L;4,5;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D18;MI00000325;10;Laboratori;NORMALE;P;850;1350;L;4;6,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;OTTIMO; ;3000;4200;L;10,3;15,2;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;20;Abitazioni civili;NORMALE;P;2100;2900;L;6,2;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;OTTIMO; ;2100;2800;L;7;9,1;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;21;Abitazioni di tipo economico;NORMALE;P;1400;2000;L;4,8;6,9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;13;Box;NORMALE;P;1300;1950;L;5,6;8,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;9;Magazzini;NORMALE;P;400;600;L;2,5;3,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;5;Negozi;OTTIMO; ;1600;2300;L;8,7;12,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;5;Negozi;NORMALE;P;1200;1550;L;6,5;8,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;6;Uffici;OTTIMO;P;1400;2000;L;7,6;11,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;18;Uffici strutturati;OTTIMO;P;1700;2500;L;9,6;13,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;8;Capannoni industriali;OTTIMO;P;800;950;L;4,5;5,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;7;Capannoni tipici;OTTIMO;P;850;1000;L;4,8;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D20;MI00000327;10;Laboratori;NORMALE;P;800;1300;L;3,5;6,1;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;OTTIMO; ;2700;3800;L;10,1;15;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;20;Abitazioni civili;NORMALE;P;1950;2600;L;7,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;OTTIMO; ;1950;2600;L;7,5;9,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;21;Abitazioni di tipo economico;NORMALE;P;1500;1950;L;5,3;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;13;Box;NORMALE;P;1250;1900;L;6;9;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;9;Magazzini;NORMALE;P;400;550;L;2,5;3,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;5;Negozi;OTTIMO; ;2100;3000;L;11;18;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;5;Negozi;NORMALE;P;1150;2000;L;6,5;10;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;6;Uffici;OTTIMO;P;1400;1900;L;7,2;9,6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;18;Uffici strutturati;OTTIMO;P;1700;2300;L;9,5;12,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;8;Capannoni industriali;OTTIMO;P;800;950;L;4,6;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;7;Capannoni tipici;OTTIMO;P;800;950;L;4,8;6;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D21;MI00000328;10;Laboratori;NORMALE;P;850;1250;L;4,5;6,3;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;OTTIMO; ;3100;4300;L;9,9;13,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;20;Abitazioni civili;NORMALE;P;2000;2900;L;7;9,8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;OTTIMO;P;2100;2850;L;7,2;9,7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;21;Abitazioni di tipo economico;NORMALE; ;1300;2000;L;4,8;7;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;13;Box;NORMALE;P;1300;2000;L;5,4;8;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;9;Magazzini;NORMALE;P;450;650;L;2,5;3,5;L;
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D24;MI00000331;5;Negozi;OTTIMO; ;2100;2900;L;11,6;18;L;
