id,name,neighborhood_cleansed,latitude,longitude,host_listings_count,property_type,room_type,accommodates,bedrooms,price,availability_365,review_scores_rating
5937273,FLAT/ROOM IN NAVIGLI/DESIGN  W AREA,PORTA TICINESE,45.45182,9.18175,1,Private room in home,Private room,3,1.0,$36.00,81,3.5
5937366,lovely little flat,PIOLA,45.4866,9.19218,1,Entire rental unit,Entire home/apt,2,,$120.00,0,4.0
6099432,your cozy nest in Milan,RIPAMONTI,45.43408,9.19964,1,Private room in rental unit,Private room,1,1.0,$60.00,0,5.0
5938931,LAMBRATE/CITTA' STUDI,CITY LIFE,45.4838,9.23529,1,Entire rental unit,Entire home/apt,2,1.0,$86.00,267,4.29
6099650,Mansarda di design a Porta Romana,PORTA ROMANA,45.44813,9.19789,1,Entire rental unit,Entire home/apt,4,1.0,$83.00,263,4.6
5938972,Cosy room overlooking Naviglio,NAVIGLIO GRANDE,45.45255,9.17787,1,Private room in rental unit,Private room,1,1.0,$30.00,0,3.89
5938979,Charming tiny cozy studio with terrace  in Brera,BRERA,45.47128,9.18479,5,Entire rental unit,Entire home/apt,2,1.0,$136.00,146,4.92
6100473,Nice apartment / TURRO milan,PADOVA,45.50303,9.22044,2,Entire rental unit,Entire home/apt,4,2.0,$82.00,0,4.5
6100620,Nice and cozy flat in Milano center,BUENOS AIRES,45.47588,9.2101,1,Entire rental unit,Entire home/apt,4,1.0,$70.00,0,5.0
6104058,smart mansard,BUENOS AIRES,45.47394,9.21524,1,Entire rental unit,Entire home/apt,2,,$65.00,0,
5990786,Apt. Milano - Metro 5 Istria (WIFI),ROGOREDO,45.5035,9.20394,1,Private room in rental unit,Private room,1,1.0,$34.00,214,
5994527,Stanza per il salone del mobile!,PIOLA,45.48799,9.16114,1,Private room in rental unit,Private room,3,1.0,$150.00,0,
5939430,Super central rooms with terrace,CASTELLO,45.4618,9.20235,1,Private room in rental unit,Private room,3,1.0,$230.00,0,4.0
5940989,Navigli Apt & Terrace by the Canal,NAVIGLIO GRANDE,45.45099,9.17383,1,Entire rental unit,Entire home/apt,2,1.0,$103.00,311,4.87
6111219,Beautiful appartment easy for EXPO.,WASHINGTON,45.4641,9.15249,1,Entire rental unit,Entire home/apt,2,2.0,$70.00,0,
5942885,NEW PENTHOUSE SALONE DEL MOBILE,LORETO,45.48994,9.22138,1,Entire rental unit,Entire home/apt,4,2.0,$160.00,0,4.5
5994728,Porta Venezia studio apartment,BUENOS AIRES,45.47627,9.20168,2,Entire rental unit,Entire home/apt,2,,$45.00,0,4.65
5944096,Modern Apartment Centr- MobileWi-Fi,XXII MARZO,45.46661,9.20789,3,Entire rental unit,Entire home/apt,4,1.0,$146.00,361,4.85
5994834,3 STOPS TO RHO-FIERA,GALLARATESE,45.50108,9.10164,5,Private room in rental unit,Private room,2,1.0,$400.00,365,4.82
5994954,Modern Apartment in the city center,PORTA TICINESE,45.45339,9.18438,1,Entire rental unit,Entire home/apt,2,1.0,$80.00,0,5.0
5996776,Room | Navigli.Zona Tortona.DesignWeek,BARONA,45.43684,9.16327,1,Private room in rental unit,Private room,2,1.0,$80.00,0,
6115386,Central Flat,PORTA TICINESE,45.45507,9.17481,1,Entire rental unit,Entire home/apt,2,1.0,$50.00,260,4.79
6117988,Room with garden in città studi,LAMBRATE,45.48245,9.24453,3,Private room in rental unit,Private room,1,1.0,$55.00,152,4.73
6118398,Fab Apartment Milan City Centre,PORTA ROMANA,45.45176,9.20481,1,Entire rental unit,Entire home/apt,3,1.0,$120.00,0,
6123434,Great private room with bathroom!,MONTE ROSA,45.4707,9.14924,1,Private room in rental unit,Private room,2,1.0,$50.00,0,4.67
5997306,Carroccio 7,VIA SAN VITTORE,45.46098,9.17389,1,Entire rental unit,Entire home/apt,4,3.0,$150.00,0,
5998096,Luminoso bilocale Porta Venezia,BUENOS AIRES,45.47528,9.20603,1,Entire rental unit,Entire home/apt,2,1.0,$93.00,0,
5998186,Italianway - Melzo 12 Bohemien,BUENOS AIRES,45.47343,9.2096,488,Entire rental unit,Entire home/apt,2,1.0,$110.00,152,3.92
5944110,Cosy apartment in design district,LAMBRATE,45.48312,9.24153,1,Entire rental unit,Entire home/apt,4,1.0,$50.00,70,5.0
5998224,Barona (vicino via Tortona),RONCHETTO,45.43841,9.1509,1,Entire rental unit,Entire home/apt,1,,$50.00,0,
6123941,Nice flat for 3 guests (or 4),MONTE ROSA,45.4762,9.14608,5,Entire rental unit,Entire home/apt,4,2.0,$79.00,277,4.64
5944292,Delizioso monolocale sui Navigli,SAN CRISTOFORO,45.44541,9.15587,1,Entire rental unit,Entire home/apt,2,,$47.00,0,4.7
6124590,Delicious+ spacious +great terrace,BUENOS AIRES,45.48012,9.21926,89,Entire rental unit,Entire home/apt,4,1.0,$201.00,0,5.0
6124591,Bilocale luminoso e accogliente,CASTELLO,45.48593,9.15471,1,Entire rental unit,Entire home/apt,2,1.0,$140.00,118,4.92
6124895,MILANO-CASTELLO-BRERA,BRERA,45.47184,9.18171,1,Entire home,Entire home/apt,5,2.0,$250.00,0,5.0
5944659,Pola Suite - delightful & cozy,PIOLA,45.48963,9.19394,2,Entire rental unit,Entire home/apt,4,1.0,$107.00,18,4.79
5998574,Charming and elegant flat in front of Cenacolo,VIA SAN VITTORE,45.46729,9.17035,1,Entire rental unit,Entire home/apt,5,2.0,$140.00,313,4.92
5945658,Sempione Cozy apartment,PIOLA,45.49093,9.16544,1,Entire home,Entire home/apt,2,1.0,$90.00,150,4.0
5999119,Accogliente matrimoniale in centro,PORTA TICINESE,45.45132,9.18174,1,Private room in rental unit,Private room,2,1.0,$99.00,0,
5949656,Zona Tortona | Casa design district,PORTA ROMANA,45.45252,9.16442,1,Private room in rental unit,Private room,2,1.0,$69.00,64,4.87
6127720,Elegant loft in the heart of Milan,BRERA,45.46995,9.18606,3,Entire rental unit,Entire home/apt,3,1.0,$135.00,162,4.64
5950411,Cute Vintage studio apartment,PORTA ROMANA,45.44925,9.20457,2,Entire rental unit,Entire home/apt,1,,$43.00,233,4.52
6129945,2 floors apartment close t Bocconi,ITALIA,45.43739,9.18128,3,Entire rental unit,Entire home/apt,2,1.0,$32.00,93,4.38
6131021,Attic in center,CASTELLO,45.45616,9.20475,1,Entire rental unit,Entire home/apt,4,,$373.00,0,4.33
5999235,Loft very close to central station,CERMENTATE,45.487,9.20047,1,Entire loft,Entire home/apt,2,1.0,$350.00,364,5.0
6000497,1 bed apart. in the heart of Milan,PORTA TICINESE,45.45626,9.1749,1,Entire rental unit,Entire home/apt,2,1.0,$177.00,364,4.46
5951188,via solferino 42 / brera district /,BRERA,45.47905,9.1875,1,Entire rental unit,Entire home/apt,4,1.0,$180.00,0,5.0
6002304,Sunny Mini Loft + Terrace + Wi Fi,PIOLA,45.49577,9.19222,1,Entire loft,Entire home/apt,3,1.0,$95.00,12,4.8
6008641,MI-MELZ12C3 - Melzo 12 - 3C SUL Topolino,BUENOS AIRES,45.47348,9.20966,488,Entire rental unit,Entire home/apt,4,1.0,$119.00,158,4.22
6131656,"Silenzioso, ideale per famiglie",PARCO LAMBRO,45.48705,9.24006,1,Entire rental unit,Entire home/apt,6,2.0,$63.00,269,4.57
5952214,CAMERA CON GIARDINO,NAVIGLIO GRANDE,45.44366,9.1744,1,Private room in rental unit,Private room,2,1.0,$56.00,0,4.71
5952370,The House in the city - EXPO Area,MUSOCCO,45.50013,9.12459,3,Private room in home,Private room,2,1.0,$70.00,295,4.88
5952795,wonderfull loft on two levels,VIA SAN VITTORE,45.459,9.17288,1,Entire loft,Entire home/apt,4,2.0,$171.00,267,4.7
6131954,Within walking distance to Duomo,XXII MARZO,45.46576,9.21196,2,Entire rental unit,Entire home/apt,4,1.0,$109.00,105,4.92
6132388,Cute and tiny house,BUENOS AIRES,45.48348,9.21225,2,Entire rental unit,Entire home/apt,2,1.0,$90.00,79,4.92
6009619,Studio Loft near Bocconi & Porta Romana,VIGENTINO,45.44979,9.19394,2,Entire loft,Entire home/apt,6,2.0,$100.00,0,4.73
5954328,Cosy flat Porta Romana- Bocconi,PORTA ROMANA,45.44996,9.20102,14,Entire rental unit,Entire home/apt,2,1.0,$79.00,246,3.67
6010506,Nice and cozy studio loft in Zona Tortona,PORTA ROMANA,45.45451,9.16542,1,Entire rental unit,Entire home/apt,3,1.0,$180.00,0,4.33
5956934,Cozy apartment for EXPO 2015!,PORTA TICINESE,45.44804,9.1807,2,Entire condo,Entire home/apt,2,,$200.00,178,4.1
5958622,The wheel Double Room Cube,LORETO,45.48957,9.22074,2,Private room in rental unit,Private room,2,1.0,$59.00,0,4.7
6011276,"Serviced, large(140m2)& central apt",VIA SAN VITTORE,45.46652,9.16631,1,Entire rental unit,Entire home/apt,4,2.0,$360.00,0,
6138106,Cerchi un ago nel pagliaio? Eccolo,PIOLA,45.48508,9.1905,1,Entire rental unit,Entire home/apt,4,1.0,$280.00,0,4.5
5961679,Luminosa Stanza Mansarda in Casa con Giardino,MAGGIOLINA,45.49467,9.19583,3,Private room in townhouse,Private room,3,1.0,$95.00,0,4.96
6011768,"Nice private room , Central Milan",VIA SAN VITTORE,45.45834,9.17417,3,Private room in condo,Private room,2,1.0,$34.00,0,4.49
5962330,Spartaco Apartment 2 people,XXII MARZO,45.45807,9.21221,34,Entire serviced apartment,Entire home/apt,2,,$158.00,223,4.75
6012463,Nice attic at central area Milan,CITY LIFE,45.48273,9.22764,1,Private room in home,Private room,2,1.0,$70.00,0,
5962561,Design week milano 2015,XXII MARZO,45.46433,9.21457,1,Private room in home,Private room,2,1.0,$100.00,0,0.0
6012828,Noisette Apartment,ORTOMERCATO,45.44989,9.22799,1,Entire rental unit,Entire home/apt,4,2.0,$122.00,203,4.78
6138589,"Luminoso Bilocale, comodo per EXPO",BAGGIO,45.45608,9.08902,1,Entire rental unit,Entire home/apt,4,2.0,$53.00,355,2.5
5963023,Room near Piazza Napoli,GIAMBELLINO,45.45243,9.14937,2,Private room in rental unit,Private room,2,1.0,$73.00,0,3.67
5963284,Beautiful design flat of 110sqm. Just renovated.,CHIARAVALLE,45.41694,9.23837,2,Entire rental unit,Entire home/apt,3,2.0,$157.00,362,0.0
6139154,nice single room,NAVIGLIO GRANDE,45.4951,9.14804,2,Private room in rental unit,Private room,1,1.0,$35.00,0,4.86
6017488,double room Milan,PORTA TICINESE,45.44313,9.17821,1,Shared room in rental unit,Shared room,1,1.0,$35.00,0,
5963707,Kohl Haus Apartment Central Train Station Milano,CERMENTATE,45.48637,9.20738,7,Entire rental unit,Entire home/apt,8,4.0,$411.00,329,4.82
6017861,Sigle room with very nice view,BARONA,45.42558,9.15548,2,Private room in rental unit,Private room,1,1.0,$30.00,150,4.75
6139300,Cozy apartment in Isola district,BRERA,45.48206,9.18238,1,Entire rental unit,Entire home/apt,4,2.0,$300.00,203,5.0
6139798,Affitto casa per Expo,QUARTO OGGIARO,45.51252,9.13046,1,Entire rental unit,Entire home/apt,2,1.0,$135.00,0,
6139947,Tiny Vintage Studio,PORTA TICINESE,45.45639,9.17563,1,Entire rental unit,Entire home/apt,2,,$60.00,0,4.5
5964292,Spartaco Apartment 4 adults,XXII MARZO,45.45807,9.21221,34,Entire serviced apartment,Entire home/apt,4,1.0,$165.00,234,4.64
5964852,Maison Laghetto - Duomo Apartment,DUOMO,45.46172,9.195466,1,Entire vacation home,Entire home/apt,4,1.0,$160.00,154,4.74
6140850,"Camera Mi Politecnico Bovisa, Fiera RHO, City Life",NAVIGLIO GRANDE,45.49974,9.15152,3,Private room in home,Private room,3,1.0,$37.00,104,4.66
6021792,Private room (R)sleeps 2 ensuite bathroom in Brera,BRERA,45.47475,9.18599,3,Private room in rental unit,Private room,2,1.0,$125.00,79,5.0
6023631,Attic Home/ Cozy flat,BUENOS AIRES,45.4783,9.21254,1,Entire home,Entire home/apt,2,1.0,$137.00,174,4.8
5964921,POLITECNICO BOVISA/METRO 3/SALONE DEL MOBILE,PAGANO,45.50403,9.1723,5,Private room in rental unit,Private room,1,2.0,$25.00,295,5.0
6026504,Luminoso appartamento vicino al centro @NoLo,VIALE CORSICA,45.50854,9.22388,2,Entire condo,Entire home/apt,1,1.0,$200.00,364,4.53
6026505,Feeling good!Camera privata,VIALE CORSICA,45.50828,9.22286,2,Entire rental unit,Entire home/apt,4,1.0,$200.00,364,4.5
6141117,Amazing apartment in the center,BRERA,45.47894,9.19081,3,Entire condo,Entire home/apt,5,2.0,$130.00,3,4.71
6148697,Stanza privata in Porta Venezia,BUENOS AIRES,45.47397,9.21325,1,Private room in rental unit,Private room,2,1.0,$50.00,0,
5965152,SANT'AMBROGIO CENTRAL PANORAMIC,DUOMO,45.45796,9.18027,3,Entire rental unit,Entire home/apt,3,1.0,$154.00,242,4.79
6029754,Milano Apartments Porta Genova,NAVIGLIO GRANDE,45.45311,9.17049,19,Entire rental unit,Entire home/apt,4,1.0,$100.00,339,5.0
5965572,Cozy Apartment Fair Milan/Stadium,NAVIGLIO GRANDE,45.49106,9.15024,1,Entire rental unit,Entire home/apt,2,1.0,$79.00,113,4.87
6032558,Milan - POLITECNICO BOVISA  AND BUSINNESS,NAVIGLIO GRANDE,45.50007,9.14901,2,Entire rental unit,Entire home/apt,3,1.0,$74.00,159,4.83
6034599,Grazioso monolocale a Milano,BRERA,45.47818,9.19133,1,Entire home,Entire home/apt,2,,$80.00,0,5.0
6150555,La Casa sul Ballatoio - CIR: 015146-CNI-00549,PIOLA,45.49423,9.1914,1,Entire rental unit,Entire home/apt,2,1.0,$110.00,307,4.89
6150773,Delizioso bilocale piu' soppalco,XXII MARZO,45.463921,9.218867,1,Entire rental unit,Entire home/apt,3,2.0,$90.00,294,4.83
6151640,Stylish apartment 10’ from dowtown,LAMBRATE,45.48187,9.24118,2,Entire rental unit,Entire home/apt,4,2.0,$110.00,109,4.83
6036302,"Very nice flat, Corso Sempione, Milano City Center",SARPI,45.48507,9.16089,1,Entire rental unit,Entire home/apt,3,1.0,$53.00,0,4.75
5965655,Amazing Loft near Sempione's Park,SARPI,45.48284,9.16907,1,Entire loft,Entire home/apt,4,1.0,$79.00,0,4.69
6037644,Splendida mansarda in centro 1 minuto da metro.,MONTE ROSA,45.47067,9.15347,3,Entire rental unit,Entire home/apt,2,1.0,$110.00,0,4.91
6038503,San Siro Suite,Q. ROMANO,45.47569,9.09104,2,Private room in vacation home,Private room,4,1.0,$79.00,8,4.92
6038986,,NAVIGLIO GRANDE,45.49481,9.14478,1,Entire rental unit,Entire home/apt,4,3.0,$130.00,0,
6151993,SANSOVINO 15  1 bedroom 2Guests 2 bedroom 4Guests,BUENOS AIRES,45.47943,9.21914,2,Entire rental unit,Entire home/apt,5,2.0,$356.00,349,4.83
6152096,COZY ROOM IN MILAN CITY LIFE,NAVIGLIO GRANDE,45.49494,9.15132,1,Private room in condo,Private room,2,1.0,$150.00,0,4.35
6039651,delicious apartment in Milan centre indipendenza,BUENOS AIRES,45.47005,9.21699,4,Entire rental unit,Entire home/apt,4,1.0,$102.00,363,4.08
6192677,prestigioso e accogliente,BUENOS AIRES,45.47652,9.2168,1,Entire rental unit,Entire home/apt,2,1.0,$275.00,365,5.0
6040091,"""The Red Room"" 2 minutes from Piazza Duomo",DUOMO,45.46207,9.19534,2,Entire rental unit,Entire home/apt,2,1.0,$250.00,83,4.69
6152379,Brigh loft in Milan Isola,PIOLA,45.48771,9.18627,1,Entire loft,Entire home/apt,6,2.0,$164.00,46,4.87
6152736,Studio flat in Milano,WAGNER,45.45452,9.1361,1,Entire rental unit,Entire home/apt,2,,$100.00,0,5.0
6155309,Nice big bedroom / TURRO milan,PADOVA,45.50344,9.22091,2,Private room in home,Private room,2,1.0,$52.00,0,4.5
6193593,grande stanza,ROGOREDO,45.50877,9.20764,7,Private room in rental unit,Private room,1,1.0,$39.00,319,4.24
6196809,Bilocale Metro 1,WAGNER,45.46317,9.13978,1,Entire rental unit,Entire home/apt,3,1.0,$64.00,140,5.0
6160140,Milan Center- Isola Garibaldi perfect DESIGN WEEK,PIOLA,45.49234,9.18948,1,Entire rental unit,Entire home/apt,2,1.0,$200.00,48,
6160150,luminoso ampio centrale trivani,PADOVA,45.50529,9.24136,1,Entire rental unit,Entire home/apt,4,2.0,$160.00,0,
6043481,Milano P.ta Romana loft occasione,CASTEL MORRONE,45.44361,9.19565,1,Entire loft,Entire home/apt,5,2.0,$157.00,0,0.0
6047436,Confortevole appartamento centrale,DUOMO,45.45839,9.19273,1,Entire rental unit,Entire home/apt,3,1.0,$100.00,0,5.0
6049085,"Double room in Milan, Whauu!",PORTA TICINESE,45.45395,9.18385,1,Private room in rental unit,Private room,2,1.0,$62.00,0,4.68
6196841,Panoramic Penthouse Milano Dateo,XXII MARZO,45.46611,9.22231,1,Entire rental unit,Entire home/apt,3,2.0,$150.00,325,4.5
6049429,"Navigli apartment , amazing View!",NAVIGLIO GRANDE,45.45456,9.17483,8,Entire rental unit,Entire home/apt,4,1.0,$197.00,7,4.39
6049873,David's Room 2,BOVISA,45.499516,9.168557,2,Private room in rental unit,Private room,2,1.0,$50.00,9,
6163126,A quiet and bright appt. in Milan,BOVISA,45.50562,9.16313,1,Entire rental unit,Entire home/apt,2,1.0,$80.00,205,4.75
6165348,Appartamento accogliente piazzale accursio,NAVIGLIO GRANDE,45.49144,9.14809,2,Entire rental unit,Entire home/apt,4,1.0,$59.00,0,4.51
6200496,pretty small attic Milano,NAVIGLIO GRANDE,45.49405,9.14625,1,Entire rental unit,Entire home/apt,2,1.0,$68.00,85,4.84
6168501,Ampio monolocale vicino a Bovisa e Rho Fiera,NAVIGLIO GRANDE,45.50269,9.14647,1,Entire rental unit,Entire home/apt,2,1.0,$60.00,13,4.75
6052392,Design Apartment,CERMENTATE,45.485027,9.207129,2,Entire rental unit,Entire home/apt,3,1.0,$80.00,126,4.53
6053040,Home EXPO:your apt for 4 persons!,BUENOS AIRES,45.47714,9.2173,2,Entire rental unit,Entire home/apt,4,2.0,$100.00,0,
6057641,"OPENSPACE 40MQ, 2 BEDS, EXPOMILANO",NAVIGLIO GRANDE,45.49349,9.15312,1,Entire rental unit,Entire home/apt,2,,$700.00,0,
6062702,Camera singola nel centro di Milano,DUOMO,45.46126,9.18061,1,Private room in rental unit,Private room,1,1.0,$76.00,0,5.0
6206461,"Silenziosissimo, nuovo, Centrale!",ROGOREDO,45.49636,9.20863,1,Entire rental unit,Entire home/apt,4,2.0,$100.00,318,5.0
6070234,city center glamour private bedroom,CASTELLO,45.46674,9.20629,2,Entire rental unit,Entire home/apt,2,1.0,$59.00,34,4.84
6071005,Cozy Double Room,LORETO,45.48742,9.22,1,Private room in rental unit,Private room,2,1.0,$135.00,0,4.64
6208003,"Domus Marina - Spacious, modern in the city centre",BUENOS AIRES,45.48462,9.21261,1,Entire vacation home,Entire home/apt,3,1.0,$221.00,362,5.0
6341021,Spacious flat in trendy area,REPUBBLICA,45.48366,9.18637,1,Entire rental unit,Entire home/apt,2,1.0,$75.00,0,
6168966,Independent room in Città Studi,CITY LIFE,45.47132,9.2283,9,Private room in rental unit,Private room,1,1.0,$21.00,64,4.71
6169028,A quiet room in Città Studi,CITY LIFE,45.47149,9.22853,9,Private room in rental unit,Private room,2,1.0,$29.00,0,4.68
6169164,SOFA BED IN PRIVATE ROOM,BUENOS AIRES,45.48291,9.21244,2,Shared room in rental unit,Shared room,2,1.0,$96.00,363,4.0
6173497,Real Loft in an amazing contest,TORINO,45.51089,9.24495,1,Entire rental unit,Entire home/apt,2,1.0,$77.00,0,
6173626,Charming 3bdrm in the city heart,CASTELLO,45.47245,9.20426,89,Entire condo,Entire home/apt,5,3.0,$800.00,0,5.0
6342764,Private room with his own bathroom in Lambrate,LAMBRATE,45.47859,9.25031,1,Private room in rental unit,Private room,1,1.0,$25.00,194,4.87
6208827,Sunny flat very close to center!,MAGGIOLINA,45.50287,9.19905,1,Entire condo,Entire home/apt,4,1.0,$75.00,101,4.74
6175832,"STYLISH, SELF-CONTAINED SINGLE ROOM",NAVIGLIO GRANDE,45.44629,9.16841,1,Private room in rental unit,Private room,1,1.0,$50.00,285,4.94
6211498,Lovely studio in heart of Milan fashion district,BRERA,45.47695485179297,9.194218218326569,1,Entire condo,Entire home/apt,3,1.0,$150.00,309,5.0
6176997,"48 sqm flat, Isola- Farini district",PIOLA,45.4966,9.18521,1,Entire rental unit,Entire home/apt,2,1.0,$60.00,0,4.6
6180286,A room close to the canals! CIR: 015146-CNI-00757,PORTA TICINESE,45.44869,9.17798,1,Private room in rental unit,Private room,2,1.0,$45.00,22,4.83
6344702,Cozy apartment in Bovisa with beautiful terrace.,BOVISA,45.50181,9.16733,1,Entire rental unit,Entire home/apt,2,1.0,$60.00,92,4.73
6346181,Penthouse Navigli/Bocconi area,PORTA TICINESE,45.44482,9.18107,3,Entire condo,Entire home/apt,5,2.0,$130.00,265,4.79
6216802,APT on 2levels BOCCONI UNIVESITY/NAVIGLI AREA,SARCA,45.43301,9.1812,1,Entire rental unit,Entire home/apt,5,2.0,$231.00,204,4.75
6348066,expo lovely room,WASHINGTON,45.46303,9.15611,1,Private room in rental unit,Private room,2,2.0,$45.00,175,4.5
6350565,Two room apt near the city center,XXII MARZO,45.46663,9.21085,1,Entire rental unit,Entire home/apt,2,1.0,$60.00,174,4.86
6350702,"Central Station charming flat, wifi",CERMENTATE,45.48766,9.2094,1,Entire condo,Entire home/apt,2,1.0,$64.00,158,4.52
6351467,LOFT near Center-Fondazione PRADA,LORETO,45.44455,9.21312,1,Entire rental unit,Entire home/apt,3,1.0,$60.00,27,4.92
6352682,Sunny studio flat in Zona Tortona,PORTA ROMANA,45.45235,9.15727,8,Entire rental unit,Entire home/apt,1,1.0,$70.00,363,0.0
6182750,Room in the center of Milano,VIA SAN VITTORE,45.45915,9.17046,1,Private room in rental unit,Private room,2,1.0,$55.00,0,
6183451,b&b Il Ballatoio,SARPI,45.48053,9.17506,1,Private room in bed and breakfast,Private room,2,1.0,$152.00,364,4.74
6183994,1angolo di pace a 2passi dal centro,LORETO,45.48719,9.22484,1,Entire rental unit,Entire home/apt,2,1.0,$70.00,0,
6188848,Loft with garden on Naviglio Grande,SAN CRISTOFORO,45.44428,9.15213,1,Entire loft,Entire home/apt,5,3.0,"$1,400.00",0,
6190718,Brera grazioso appartamento,BRERA,45.47909,9.18511,2,Entire condo,Entire home/apt,2,,$175.00,88,4.5
6217959,ELEGANTE TRILOCALE IN SEMPIONE,PARCO SEMPIONE,45.47609,9.17166,1,Entire rental unit,Entire home/apt,4,2.0,$354.00,365,4.7
6191191,COMFORTABLE FLAT EXPO'/EXHIBITIONS,WAGNER,45.45721,9.15049,1,Entire rental unit,Entire home/apt,5,1.0,$100.00,87,5.0
6498137,Relax & Style close to City Center,MOLISE,45.44764,9.21484,1,Entire rental unit,Entire home/apt,4,1.0,$97.00,306,4.4
6499536,Appartamento accogliente e colorato,WAGNER,45.46397,9.13895,1,Private room in rental unit,Private room,2,1.0,$80.00,363,4.0
6500620,spacious apartment near Repubblica,CERMENTATE,45.48219,9.19911,2,Entire rental unit,Entire home/apt,4,1.0,$90.00,157,4.25
6502802,Milano - Appartamento 400m da M1,LORENTEGGIO,45.45828,9.12757,2,Entire condo,Entire home/apt,2,1.0,$329.00,89,4.89
6352699,Bright and cozy flat in Milan,PORTA ROMANA,45.45306,9.15629,1,Entire rental unit,Entire home/apt,2,1.0,$64.00,238,4.83
6352743,,ITALIA,45.44019,9.18223,1,Entire condo,Entire home/apt,4,2.0,$50.00,0,
6354590,Cozy apartment downtown Milan,VIA SAN VITTORE,45.46778,9.17115,1,Entire rental unit,Entire home/apt,4,1.0,$90.00,228,4.96
6355926,San Siro Suite Margot,Q. ROMANO,45.47612,9.09005,2,Entire rental unit,Entire home/apt,3,,$80.00,0,4.59
6221826,perfect location to visit Milano,BUENOS AIRES,45.47107,9.21189,2,Private room in rental unit,Private room,2,1.0,$60.00,173,4.83
6359784,Apartment in P.ta Romana/5 giornate,XXII MARZO,45.4577,9.20708,1,Entire rental unit,Entire home/apt,2,,$50.00,0,4.28
6368521,"MILANO CHARMING APARTMENT, Superb athmosphere",CERMENTATE,45.48163,9.20062,31,Entire rental unit,Entire home/apt,4,2.0,$351.00,230,4.83
6224438,Brand new centrally located classy,MAGGIOLINA,45.50263,9.1993,1,Entire rental unit,Entire home/apt,4,2.0,$100.00,227,4.25
6368532,Private Room with Private Bathroom in nice house,BUENOS AIRES,45.47227,9.22143,1,Private room in townhouse,Private room,2,1.0,$60.00,176,4.89
6369434,Central location with terrace,CORSICA,45.46156,9.23043,2,Private room in rental unit,Private room,2,1.0,$50.00,304,4.77
6369616,THREE ROOMS NEAR LORETO,CERMENTATE,45.48917,9.20972,1,Entire rental unit,Entire home/apt,5,2.0,$80.00,142,4.5
6507971,"Corso Como, MM2 Garibaldi, Brera con balconcino",REPUBBLICA,45.48126,9.18825,2,Entire rental unit,Entire home/apt,4,1.0,$91.00,0,4.85
6225360,Bilocale in zona tranquilla,PADOVA,45.50671,9.24838,1,Entire rental unit,Entire home/apt,2,1.0,$55.00,0,0.0
6509761,Milan Skyline Apartment,LORETO,45.48657,9.23342,1,Entire rental unit,Entire home/apt,4,2.0,$107.00,254,4.5
6511362,Stanza  Milano Bicocca,BICOCCA,45.515,9.21224,2,Private room in rental unit,Private room,3,1.0,$62.00,0,4.78
6227356,Sea House,BRERA,45.48083,9.1866,3,Private room in condo,Private room,2,1.0,"$1,076.00",51,4.76
6511373,vicinanze fiera Milano Rho,QUARTO OGGIARO,45.51258,9.13233,1,Private room in rental unit,Private room,2,1.0,$35.00,0,
6512114,"Quiet, practical and convenient",PAGANO,45.50516,9.17247,1,Entire loft,Entire home/apt,2,,$38.00,0,4.86
6515471,Spacious apartment- M3 Corvetto,LORETO,45.43946,9.22478,1,Entire rental unit,Entire home/apt,4,3.0,$80.00,0,4.67
6372706,Sweet Home a 10 minuti dal Duomo,LORENTEGGIO,45.45704,9.12256,1,Entire rental unit,Entire home/apt,2,1.0,$136.00,88,5.0
6229844,Andrea's apartment (for 2 people),FARINI,45.49672,9.17806,1,Entire rental unit,Entire home/apt,2,,$60.00,0,4.5
6376446,Camera Singola con Bagno privato,BUENOS AIRES,45.4841,9.21285,1,Private room in rental unit,Private room,2,1.0,$52.00,0,4.8
6518758,Cool&Cozy Low cost apart Garibaldi,PIOLA,45.4902,9.18371,1,Entire rental unit,Entire home/apt,4,2.0,$100.00,0,4.71
6522892,"Brera, MM2 Moscova, Corso Como apt.",REPUBBLICA,45.48154,9.18707,2,Entire condo,Entire home/apt,6,2.0,$500.00,173,4.81
6386927,Amazing apartment with  pool,P. ROSSI,45.47693,9.13074,1,Entire rental unit,Entire home/apt,7,4.0,$122.00,0,4.04
6229903,Apartament Milano Famagosta,SAN CRISTOFORO,45.43874,9.15775,3,Entire condo,Entire home/apt,4,2.0,$83.00,65,4.37
6230145,Lovely flat in Milan city centre,PORTA ROMANA,45.45071,9.20043,1,Entire rental unit,Entire home/apt,2,1.0,$110.00,193,4.75
6394066,Double room in the new apartment,GIAMBELLINO,45.45439,9.1531,1,Private room in rental unit,Private room,2,1.0,$40.00,64,4.57
6526319,BRERA SUITE a design home in Milan,BRERA,45.47303970105374,9.18783061522045,2,Entire loft,Entire home/apt,3,1.0,$200.00,262,4.9
6534597,The cushy and colorful accomodation,PIOLA,45.48637,9.18821,2,Entire home,Entire home/apt,3,,$80.00,0,4.6
6230801,Wonderful apartment Isola Garibaldi,PIOLA,45.49526,9.18401,1,Entire rental unit,Entire home/apt,4,1.0,$78.00,0,0.0
6396573,Private room in the Navigli's heart,NAVIGLIO GRANDE,45.45133,9.17614,1,Private room in condo,Private room,2,1.0,$55.00,114,4.9
6397230,Suite Arco della Pace,SARPI,45.47907,9.1718,1,Private room in rental unit,Private room,2,1.0,$120.00,0,5.0
